STC,DCArrayOutput_W_,Vmp,Imp,CellTemperature_C_,PlaneOfArrayIrradiance_W_m_2_,Fill Factor,Gamma,Pmp,Voc,Isc,,
-2,14603.744,31.47313194,4.89784847,65.471,1002.353,1.585057267,0.153788766,154.1506311,44.63974926,5.473542799,,
-2,14813.229,31.17418196,5.015748669,67.414,1028.122,1.418012734,0.152084929,156.3618617,43.14627085,5.138870789,,
-2,14028.402,31.23788,4.740320939,67,971.888,1.559369791,0.152360742,148.0775767,45.39489476,5.086644677,,
-2,12335.732,31.79192986,4.095709352,63.399,839.807,1.763072764,0.155048129,130.2105044,44.08018494,5.208022476,,
-2,9696.999,32.80740586,3.11994225,56.799,645.005,2.247585022,0.158692121,102.3572117,43.08385942,5.339738337,,
-2,5829.179,33.60440066,1.831016818,51.619,397.276,3.495410478,0.154880292,61.53022278,43.54075104,4.939588323,,
-2,1660.887,35.5967338,0.492505439,38.67,122.71,12.17934521,0.142870059,17.531585,43.27743985,4.933822946,,
-2,3213.563,37.1622593,0.912779347,28.495,204.611,6.717850441,0.165782596,33.92094278,42.68066561,5.339087785,,
-2,7424.711,35.5290354,2.205856381,39.11,457.741,3.123287909,0.171214616,78.37194944,44.76578354,5.467974483,,
-2,8400.61,34.7251169,2.553572557,44.335,516.347,2.635016903,0.171731618,88.67310556,44.87604122,5.20667879,,
-2,13166.331,32.96465078,4.215968774,55.777,856.953,1.716008279,0.16217685,138.9779383,44.72595416,5.332190161,,
-2,14427.567,32.30212962,4.714580332,60.083,960.231,1.580432398,0.15859828,152.290985,44.05752114,5.462985671,,
-2,12486.763,32.61477314,4.041258236,58.051,821.438,1.713076079,0.160456079,131.8047206,44.61480162,5.060910409,,
-2,13893.31,32.29382118,4.541166087,60.137,925.325,1.514749066,0.158486592,146.6516056,44.15963279,5.030394697,,
-2,10439.27,33.16482264,3.322565468,54.476,675.344,2.110494306,0.16316469,110.1922944,44.04661706,5.279865413,,
-2,8574.552,33.899658,2.669913661,49.7,547.404,2.529021057,0.165342526,90.50916,45.06863786,5.078910355,,
-2,5444.222,34.5204831,1.66471563,45.665,357.332,4.057960381,0.160821835,57.46678778,44.08326864,5.289942312,,
-2,1556.22,36.24786932,0.453178821,34.438,110.784,13.88084444,0.148277429,16.42676667,44.34848972,5.14149172,,
-2,3052.738,37.1468733,0.867457815,28.595,195.576,7.07137641,0.164761247,32.22334556,45.13223962,5.048794554,,
-2,6101.399,35.88475972,1.79473561,36.798,368.671,3.651459041,0.174691408,64.40365611,44.44062741,5.291718999,,
-2,10813.278,34.30384822,3.327328058,47.073,676.646,1.905692033,0.168685186,114.1401567,42.59117591,5.107066958,,
-2,13237.245,33.3749954,4.186561626,53.11,849.193,1.670420376,0.164540305,139.726475,43.49031694,5.366756724,,
-2,14861.216,33.3388383,4.705274662,53.345,952.993,1.410887357,0.164606027,156.8683911,43.71309057,5.063097273,,
-2,15096.621,33.07542998,4.817873018,55.057,976.956,1.499285863,0.163111974,159.3532217,45.33262501,5.270288946,,
-2,14096.008,32.84125506,4.530618434,56.579,920.462,1.454854992,0.161648385,148.7911956,42.98977488,5.03537444,,
-2,10644.553,33.77333894,3.326860005,50.521,674.186,1.999534628,0.166659009,112.3591706,43.77739727,5.132010269,,
-2,6542.113,34.53140716,1.999792157,45.594,406.078,3.299463469,0.170055106,69.05563722,43.42850617,5.246474549,,
-2,3819.167,35.10945918,1.148221317,41.837,238.778,5.63552476,0.16883226,40.31342944,44.63463165,5.089934013,,
-2,1444.521,36.40788372,0.418802746,33.398,101.144,14.00058534,0.150752607,15.24772167,44.24873427,4.824477627,,
-2,3292.691,36.78653318,0.944807237,30.937,217.094,6.37907223,0.16009739,34.75618278,44.03695876,5.034684652,,
-2,7413.629,35.00914246,2.235272483,42.489,466.825,3.030250376,0.167632352,78.25497278,43.44719723,5.457939195,,
-2,10717.979,33.41992252,3.385232946,52.818,691.905,2.136430815,0.163511209,113.1342228,43.87205892,5.509279613,,
-2,13204.596,33.04065762,4.21849493,55.283,857.291,1.57523369,0.162584055,139.3818467,43.60844898,5.034780776,,
-2,14477.337,32.45737436,4.708216176,59.074,958.167,1.561765372,0.159488205,152.816335,45.1065978,5.291094249,,
-2,14674.157,32.1887348,4.812052428,60.82,980.567,1.62216292,0.157963586,154.8938794,46.06657995,5.454346904,,
-2,13826.98,32.23966246,4.527077656,60.489,922.854,1.511226684,0.158152271,145.9514556,44.61495775,4.943762032,,
-2,11836.089,32.3095149,3.866863844,60.035,790.706,1.71231213,0.158006256,124.936495,43.61165711,4.905346186,,
-2,9035.125,33.2034415,2.872315627,54.225,592.792,2.369945186,0.160884027,95.37076389,43.36179972,5.212502345,,
-2,5237.574,33.86996302,1.632287089,49.893,353.328,4.126980491,0.156470767,55.28550333,43.04661621,5.300351428,,
-2,1449.294,35.74105448,0.428026077,37.732,107.117,15.2416951,0.142816764,15.29810333,44.43769331,5.247100135,,
-2,3292.585,36.78514844,0.944812387,30.946,217.405,6.480622743,0.159863223,34.75506389,43.78515444,5.144082746,,
-2,7462.25,35.34163392,2.228764936,40.328,464.712,2.939707334,0.169498947,78.76819444,45.06170564,5.138630143,,
-2,10536.087,33.9981284,3.271187471,49.06,666.303,2.043018082,0.166912428,111.2142517,45.99153904,4.940315803,,
-2,11168.318,33.42823096,3.526594071,52.764,714.745,1.931283846,0.164936867,117.8878011,44.09881666,5.162832548,,
-2,12912.086,33.18528602,4.107068447,54.343,832.418,1.555487904,0.163732934,136.2942411,42.02377524,5.044859541,,
-2,12843.382,33.15943754,4.088399632,54.511,828.614,1.726020898,0.163609391,135.5690322,45.11861164,5.186218598,,
-2,10323.064,33.24621458,3.277536313,53.947,664.161,2.049578965,0.164065152,108.9656756,44.77787577,4.987591588,,
-2,9906.694,33.42315358,3.128689178,52.797,635.015,2.160625717,0.164674313,104.5706589,43.81351656,5.1568117,,
-2,6223.076,34.00012858,1.931993413,49.047,393.406,3.354736907,0.166972604,65.68802444,43.1837369,5.102986814,,
-2,4976.512,34.01597616,1.544269923,48.944,332.805,4.148866966,0.157839723,52.52984889,43.49694037,5.010452527,,
-2,906.499,35.89706852,0.266556601,36.718,57.554,24.541392,0.16625431,9.568600556,45.48587918,5.16263028,,
-2,1368.289,37.32627406,0.386940591,27.429,77.61,16.04994149,0.186097804,14.44305056,45.31969842,5.114996887,,
-2,5295.334,36.28848836,1.540300926,34.174,314.141,3.914530193,0.177930268,55.89519222,43.2262653,5.061816377,,
-2,8644.504,35.30039944,2.584886961,40.596,521.576,2.404987669,0.174945822,91.24754222,43.92442539,4.996063395,,
-2,9455.269,34.7720442,2.870283284,44.03,577.504,2.371515936,0.172822383,99.80561722,44.25967955,5.347770571,,
-2,12148.854,33.84072962,3.789454447,50.083,765.411,1.881186863,0.167541234,128.2379033,43.73528734,5.515899717,,
-2,10181.468,34.20245448,3.142202884,47.732,633.392,2.044057939,0.169675416,107.4710511,44.35449941,4.952756951,,
-2,11765.646,33.4865439,3.708741349,52.385,750.779,1.71399871,0.165418758,124.19293,43.61379086,4.880715884,,
-2,807.808,35.88245182,0.23763321,36.813,47.516,24.64804384,0.179452442,8.526862222,45.45786982,4.623412288,,
-2,2903.333,35.85691106,0.854683013,36.979,171.052,7.623300354,0.179163604,30.64629278,43.77277901,5.337241543,,
-2,2618.08,35.95999726,0.768500862,36.309,156.147,7.962016534,0.176982516,27.63528889,43.73070137,5.031536659,,
-2,591.334,36.94177792,0.168964767,29.928,33.631,36.35528249,0.185598373,6.241858889,43.79957805,5.180975555,,
-2,1709.278,37.69369174,0.478657782,24.959,98.417,13.18815305,0.183325837,18.04237889,43.2872617,5.496897815,,
-2,5633.194,36.51481642,1.628420955,32.703,332.882,3.711747221,0.178626337,59.46149222,44.81918882,4.924364637,,
-2,3901.474,36.50204604,1.128216909,32.786,225.172,5.639337706,0.182892303,41.18222556,43.84305707,5.297086766,,
-2,8803.544,35.31024648,2.631709122,40.532,528.096,2.492949383,0.175964782,92.92629778,43.43400921,5.333621302,,
-2,14975.828,34.02690022,4.645682781,48.873,937.679,1.480457768,0.168584542,158.0781844,43.74723094,5.349551758,,
-2,15298.963,34.00320578,4.749230262,49.027,958.495,1.39404767,0.168481895,161.4890539,46.01032378,4.892889701,,
-2,14393.044,33.9912047,4.469584909,49.105,902.751,1.5162382,0.168292891,151.9265756,46.05886327,5.001358287,,
-2,12407.097,34.5189445,3.793968893,45.675,767.025,1.755719391,0.170742546,130.9638017,43.72932465,5.258157722,,
-2,9311.139,35.22854682,2.78990347,41.063,569.899,2.338524752,0.172459059,98.284245,44.7399182,5.137249885,,
-2,5234.185,36.13170502,1.529120492,35.193,326.012,4.285498829,0.169471463,55.24973056,44.2919205,5.345730168,,
-2,1287.55,37.35519974,0.363826339,27.241,85.247,16.47821269,0.159428549,13.59080556,43.73509276,5.120651872,,
-2,3449.697,37.53490822,0.970122749,23.927,221.239,6.309667336,0.164588831,36.41346833,44.58701518,5.152999608,,
-2,7829.842,35.86029598,2.3047309,36.957,480.258,2.661222414,0.172091526,82.64833222,43.92519181,5.007276807,,
-2,11511.923,34.7274248,3.499100307,44.32,710.945,1.866020564,0.170920033,121.5147428,44.12083547,5.139272782,,
-2,13953.232,33.8358061,4.352906951,50.115,881.161,1.611018248,0.167147792,147.2841156,43.59218465,5.443117836,,
-2,15302.369,33.23298262,4.860382469,54.033,985.097,1.371264547,0.163968631,161.5250061,43.81654765,5.055019762,,
-2,15495.044,32.9641892,4.961711534,55.78,1006.85,1.347767734,0.162446042,163.5587978,43.12809884,5.11126797,,
-2,14598.312,33.02604092,4.665811858,55.378,947.247,1.377597998,0.162674881,154.0932933,43.50801414,4.879069216,,
-2,12645.259,33.56147372,3.977111822,51.898,808.358,1.730127842,0.165122055,133.4777339,44.84409288,5.149698185,,
-2,9696.951,34.51786748,2.965325279,45.682,609.334,2.255410952,0.16798128,102.356705,43.46480075,5.31134227,,
-2,5587.999,35.38086822,1.667127938,40.073,361.457,3.946173395,0.163185203,58.98443389,44.52256058,5.227974328,,
-2,1419.569,37.22195698,0.402567212,28.107,104.218,14.17882735,0.143778804,14.98433944,45.46320339,4.673237829,,
-2,3253.156,37.6161463,0.91287578,24.455,205.994,6.913116049,0.166698394,34.33886889,44.43524834,5.342348574,,
-2,7559.026,36.3052591,2.197745475,34.065,455.652,2.784067899,0.175111091,79.78971889,43.24912081,5.136289267,,
-2,10971.933,34.88143866,3.320242879,43.319,673.605,2.11174174,0.171932881,115.8148483,45.02142505,5.432325811,,
-2,13218.232,33.88211796,4.117976993,49.814,833.262,1.652551057,0.167445272,139.5257822,43.22285099,5.334527307,,
-2,14517.298,33.29945014,4.6018221,53.601,932.339,1.562162464,0.164358828,153.2381456,45.34382505,5.279282873,,
-2,14646.566,33.21867364,4.654088324,54.126,943.13,1.367545781,0.163925059,154.6026411,44.35212338,4.766991374,,
-2,13805.315,33.60255434,4.336657504,51.631,877.667,1.678362027,0.166034236,145.7227694,46.24492154,5.288700999,,
-2,11644.753,34.18922252,3.595192524,47.818,727.882,1.897137263,0.168869181,122.9168372,43.49477588,5.361336101,,
-2,3961.581,36.33695426,1.15080334,33.859,230.362,5.11128227,0.181525982,41.81668833,42.14427427,5.071552456,,
-2,4488.146,36.7314513,1.289763207,31.295,269.486,5.121600856,0.175797164,47.37487444,44.60308866,5.439874341,,
-2,908.354,37.69661508,0.254351249,25.022,54.024,24.74130442,0.177480029,9.588181111,44.11678526,5.377184814,,
-2,3398.626,37.35504588,0.960362508,22.758,216.43,6.376517674,0.165755143,35.87438556,43.21114983,5.293857128,,
-2,7919.545,36.5268175,2.288597884,32.625,475.58,2.587902602,0.175775258,83.59519722,42.66175406,5.070964221,,
-2,11574.901,35.04314552,3.486545193,42.268,707.446,1.863986502,0.172705069,122.1795106,44.21966065,5.150219499,,
-2,14063.457,34.14152592,4.348007234,48.128,878.899,1.431038553,0.168901776,148.4476017,43.48892951,4.884788921,,
-2,15630.661,33.98135766,4.855318384,49.169,980.329,1.378928203,0.168300959,164.9903106,44.15067425,5.153030985,,
-2,15842.334,33.7250269,4.95847304,50.835,1002.238,1.36506422,0.166851224,167.2246367,44.33633364,5.148652345,,
-2,14873.926,33.77841632,4.648014008,50.488,940.019,1.425603314,0.167020616,157.0025522,43.86383186,5.102685953,,
-2,12930.473,34.41401198,3.96606842,46.357,802.804,1.694294785,0.170014507,136.4883261,44.83526614,5.157802752,,
-2,9725.348,35.3297867,2.905662918,40.405,594.954,2.41013557,0.17254519,102.6564511,43.65885637,5.667028065,,
-2,5476.663,36.25617776,1.594465388,34.384,343.989,3.794698783,0.168055434,57.80922056,43.47749035,5.045566732,,
-2,1291.881,37.62722422,0.362411045,24.527,90.591,16.22025408,0.150528437,13.63652167,44.36387246,4.985765081,,
-2,3301.452,37.15348928,0.937964662,21.448,207.316,6.375690093,0.168094407,34.84866,43.09709799,5.155434279,,
-2,7690.246,36.40465266,2.229792429,33.419,462.914,2.947366427,0.175356154,81.17481889,44.22322141,5.410097417,,
-2,11181.606,34.76958244,3.394578107,44.046,689.531,1.938758886,0.171171511,118.0280633,45.15949447,5.067106247,,
-2,13502.123,33.44930978,4.260847545,52.627,864.297,1.736645058,0.164899808,142.5224094,45.30275089,5.463483632,,
-2,15146.055,33.45069452,4.779423187,52.618,967.658,1.42127637,0.165218522,159.875025,44.25129285,5.134914272,,
-2,15322.683,33.18697848,4.873581117,54.332,987.867,1.407185347,0.163725918,161.7394317,44.74589259,5.08644135,,
-2,14488.793,33.39822826,4.579202772,52.959,927.965,1.50668934,0.164809297,152.9372594,43.97835672,5.239598649,,
-2,12331.672,33.30837402,3.907955663,53.543,795.631,1.769414235,0.163603038,130.1676489,43.60445698,5.282040112,,
-2,9366.799,34.39724124,2.874409797,46.466,591.533,2.20907406,0.167144973,98.87176722,43.6766168,5.000732022,,
-2,5252.306,35.12253728,1.578502354,41.752,343.199,4.19289083,0.161541869,55.44100778,44.78685876,5.190319204,,
-2,1253.227,37.09948442,0.356568492,28.903,90.601,17.0278606,0.146008402,13.22850722,45.16572571,4.987259109,,
-2,3344.3,37.49875112,0.94138987,23.692,213.953,6.815376054,0.164993921,35.30094444,44.65115904,5.388196334,,
-2,7730.671,35.8944529,2.273374314,36.735,473.856,2.866777683,0.172207437,81.60152722,46.68104643,5.011315192,,
-2,10939.666,33.4596184,3.451152695,52.56,705.909,1.882536311,0.163582349,115.4742522,45.41367207,4.786762728,,
-2,13073.313,32.21519872,4.28357071,60.648,874.869,1.655293617,0.157733423,137.9960817,44.20679387,5.167170318,,
-2,14309.401,31.48436372,4.797418762,65.398,982.032,1.50604624,0.153807287,151.0436772,44.28202207,5.1370455,,
-2,14423.887,31.19033726,4.881388081,67.309,1000.759,1.623000439,0.152136669,152.2521406,45.69072527,5.408215552,,
-2,13666.509,31.43389764,4.589236647,65.726,940.337,1.565443563,0.153410527,144.257595,44.01238193,5.130990727,,
-2,12222.75,33.00280806,3.909301185,55.529,797.382,1.743553787,0.161801893,129.0179167,43.42467394,5.180227201,,
-2,9338.454,34.07752016,2.892598098,48.544,596.661,2.245021072,0.165206994,98.57257,43.17288162,5.12584494,,
-2,5243.88,34.79696952,1.590715152,43.868,347.455,3.971130509,0.159307152,55.35206667,43.69080451,5.031042187,,
-2,1261.552,36.92239156,0.360658713,30.054,93.118,17.4706135,0.143005458,13.31638222,43.67446817,5.326804808,,
-2,3519.716,37.21272538,0.998383144,21.833,226.303,5.69459717,0.164171742,37.15255778,42.9800447,4.922490236,,
-2,8086.519,36.31125964,2.350722652,34.026,490.146,2.666950461,0.1741475,85.35770056,43.58019322,5.223583055,,
-2,11381.485,34.19337674,3.513484443,47.791,716.376,1.824758629,0.167702292,120.1378972,42.65463932,5.139479975,,
-2,13162.197,32.00964176,4.340389146,61.984,887.627,1.574013938,0.156523294,138.9343017,43.72952239,5.000844175,,
-2,14277.512,31.3178872,4.812172359,66.48,986.072,1.451878578,0.152835768,150.7070711,42.83028619,5.108730004,,
-2,14935.582,31.98840908,4.928452839,62.122,1005.695,1.496850344,0.156760614,157.6533656,42.76526954,5.51811077,,
-2,14043.611,32.08472544,4.620208341,61.496,943.167,1.509386569,0.157170592,148.2381161,44.6287648,5.013551742,,
-2,12201.48,32.84171664,3.921640315,56.576,800.788,1.76278661,0.160833329,128.7934,44.23977291,5.131926906,,
-2,9050.194,33.10235548,2.885892081,54.882,598.78,2.255687245,0.159540776,95.52982556,44.52526029,4.839621546,,
-2,5196.256,34.64372496,1.583241091,44.864,347.394,4.06254203,0.157888072,54.84936889,43.71498582,5.097287858,,
-2,1236.154,36.60867102,0.356426274,32.093,93.703,18.9950356,0.139251595,13.04829222,44.61957989,5.554798497,,
-2,773.315,36.7899181,0.221875173,19.085,41.8,30.3170111,0.195281566,8.162769444,44.12959825,5.607818373,,
-2,3937.773,37.32273528,1.113674583,27.452,224.068,5.295801433,0.185503426,41.56538167,43.3761199,5.074727945,,
-2,3623.94,36.82822924,1.038678774,30.666,206.996,6.482520727,0.184799223,38.2527,46.27260095,5.358979515,,
-2,13262.219,33.67517626,4.157070727,51.159,842.519,1.60116157,0.166156596,139.9900894,44.27771745,5.062292373,,
-2,14241.798,32.63000528,4.607112034,57.952,936.979,1.524416086,0.160441259,150.33009,43.61405061,5.254398621,,
-2,14322.624,32.21150608,4.693454971,60.672,956.545,1.435989365,0.158051376,151.1832533,43.21426567,5.02374715,,
-2,13415.96,32.31074578,4.38284254,60.027,893.602,1.665189395,0.158474255,141.6129111,44.80807256,5.262719514,,
-2,8304.582,34.38554788,2.549311617,46.542,514.867,2.654393117,0.170256545,87.65947667,44.36030457,5.245291116,,
-2,6707.242,34.74034904,2.037937658,44.236,415.902,3.349409866,0.170229202,70.79866556,45.01217404,5.268213633,,
-2,3090.675,35.6675094,0.914664136,38.21,190.457,6.691376209,0.171292164,32.62379167,43.51037366,5.017149821,,
-2,16.869,37.44520784,0.004755259,26.656,0.945,1299.767385,0.188425044,0.178061667,44.64365753,5.184134985,,
-2,1108.26,36.422962,0.32117926,16.7,59.258,19.742981,0.197413008,11.6983,44.02867401,5.245656831,,
-2,1586.539,36.56559022,0.457993443,17.627,85.189,13.35124576,0.196584073,16.74680056,44.85020247,4.985276268,,
-2,10605.427,36.03631182,3.106482551,35.813,627.145,1.948432325,0.178501262,111.9461739,43.80464219,4.979370518,,
-2,2646.717,37.5899901,0.743218295,25.715,147.535,8.630791238,0.18936231,27.93756833,45.06448728,5.350628278,,
-2,15316.385,34.59725924,4.672998854,45.166,940.809,1.437836132,0.171844607,161.6729528,45.36063207,5.124690784,,
-2,15407.694,34.01243738,4.781685246,48.967,965.245,1.335178305,0.168492735,162.63677,42.3700112,5.125065599,,
-2,14674.35,34.50494324,4.489093507,45.766,904.871,1.457586182,0.171180109,154.8959167,43.96330659,5.135513347,,
-2,12583.836,34.83558838,3.813036787,43.617,770.865,1.704642449,0.172312117,132.82938,43.38190246,5.219379206,,
-2,3762.244,36.99855226,1.073354851,29.559,214.321,5.994676781,0.185294841,39.71257556,45.3918652,5.244641381,,
-2,981.206,37.46182472,0.27647277,23.452,54.118,23.77017863,0.191381323,10.35717444,44.4211183,5.542226221,,
-2,1116.549,37.01393826,0.31841505,20.541,77.006,18.63480977,0.153050347,11.785795,43.52361686,5.046135033,,
-2,758.586,35.82352344,0.223520634,12.804,39.859,28.0386839,0.200890556,8.007296667,44.42360652,5.053935908,,
-2,4275.264,37.50136674,1.203363786,23.709,239.845,4.987383562,0.188153961,45.12778667,44.68677995,5.036603256,,
-2,7040.452,36.80730428,2.019052568,30.802,404.093,3.176900299,0.183907868,74.31588222,44.04470451,5.360329943,,
-2,13506.097,34.47078632,4.135802296,45.988,834.87,1.535050245,0.170762343,142.5643572,43.73465165,5.003891495,,
-2,14580.524,33.69487034,4.56762497,51.031,923.732,1.59197634,0.166612753,153.9055311,45.58704804,5.374639829,,
-2,14856.713,33.55254984,4.673887981,51.956,945.708,1.438213644,0.165823763,156.8208594,45.57289661,4.949035863,,
-2,13979.73,33.63517266,4.387187726,51.419,888.188,1.551834939,0.166140295,147.5638167,43.44192329,5.271283339,,
-2,12090.314,34.22291786,3.729079491,47.599,756.186,1.915662394,0.168767977,127.6199811,45.49768268,5.373390119,,
-2,9031.271,35.16546422,2.710900734,41.473,556.858,2.408899666,0.171192805,95.33008278,44.33437215,5.179741889,,
-2,4913.518,35.90306906,1.44458158,36.679,314.681,5.030951068,0.164817425,51.86491222,44.60515531,5.849768569,,
-2,1059.298,37.38581788,0.299083437,22.958,74.221,20.2089613,0.150651148,11.18147889,42.73660423,5.287412938,,
-2,3231.01,36.82745994,0.926078139,19.329,204.522,6.516740851,0.166755193,34.10510556,45.44335056,4.890795504,,
-2,7683.676,36.72406602,2.20851005,31.343,459.792,2.807123248,0.176395998,81.10546889,42.29985667,5.382359781,,
-2,11213.864,35.08622632,3.373647635,41.988,685.117,1.85911654,0.172771314,118.3685644,44.20953766,4.977680555,,
-2,13776.096,34.55848652,4.20777532,45.418,849.212,1.589284694,0.171234446,145.4143467,44.65512292,5.175325479,,
-2,15149.671,33.95781708,4.70917178,49.322,951.187,1.426331912,0.168119617,159.9131939,43.50519757,5.242805557,,
-2,15292.774,33.7042558,4.789416699,50.97,968.407,1.457036675,0.166689962,161.4237256,44.08460761,5.335202037,,
-2,14523.488,34.20645484,4.481712155,47.706,904.858,1.512502027,0.169422699,153.3034844,44.9406277,5.159514737,,
-2,12249.856,34.17706758,3.78335664,47.897,767.641,1.669458554,0.168443368,129.3040356,42.88525352,5.033612034,,
-2,9091.385,35.17408038,2.728276572,41.417,560.919,2.197231008,0.17108463,95.96461944,43.80182249,4.813873614,,
-2,4910.165,36.25233126,1.429687903,34.409,311.274,4.297950191,0.166507705,51.82951944,42.43074737,5.249982779,,
-2,938.646,37.61906964,0.2633752,25.526,64.59,22.57955809,0.153397275,9.90793,43.62209129,5.128518014,,
-2,3015.222,36.9137754,0.862207753,19.89,187.761,7.107225725,0.169509873,31.82734333,44.64077754,5.067208184,,
-2,369.375,36.6760617,0.106307988,18.345,19.898,53.46759922,0.195947248,3.898958333,44.6007383,4.674091719,,
-2,3934.637,37.60968418,1.104297479,24.413,218.232,5.74392016,0.190312509,41.53227944,44.88794673,5.314524601,,
-2,9887.279,36.39803668,2.867344843,33.462,572.943,2.1455505,0.182157253,104.3657228,43.24064225,5.178506077,,
-2,13467.206,35.38563788,4.017275076,40.042,805.69,1.546973937,0.17643739,142.1538411,44.91811608,4.895759361,,
-2,15827.603,34.64264794,4.822643554,44.871,970.59,1.413141345,0.172131531,167.0691428,45.08941495,5.236091739,,
-2,14915.11,34.7820451,4.526394919,43.965,911.321,1.546268007,0.172757209,157.4372722,43.94521272,5.539629962,,
-2,12838.652,35.22716208,3.847006016,41.072,776.713,1.630828733,0.174477709,135.5191044,43.78253713,5.047867571,,
-2,9450.595,35.88183638,2.780133087,36.817,570.02,2.234705209,0.175004878,99.75628056,43.53841005,5.120211775,,
-2,5115.957,36.82715222,1.466357431,30.673,319.424,3.740969258,0.169059834,54.00176833,43.02779382,4.695080488,,
-2,1014.535,37.03501708,0.289158245,20.678,69.903,22.67672304,0.153197725,10.70898056,44.75874678,5.425634173,,
-2,3202.936,36.33249232,0.930538114,16.112,198.755,7.149122347,0.170102734,33.80876889,44.34079262,5.451030776,,
-2,7817.963,37.20503238,2.21805862,28.217,460.907,2.800080619,0.179044672,82.52294278,43.48659956,5.313611435,,
-2,11069.75,34.40708828,3.396025847,46.402,692.112,1.92131585,0.168827243,116.8473611,43.96017752,5.106910382,,
-2,13306.528,33.13466608,4.238998372,54.672,861.858,1.609274243,0.162970925,140.4577956,44.59620294,5.068483362,,
-2,14925.968,33.40484424,4.71643823,52.916,955.43,1.281934273,0.164901546,157.5518844,43.01610219,4.695245504,,
-2,15513.727,33.8096499,4.843469474,50.285,978.877,1.467488429,0.167289667,163.7560072,45.01153246,5.338855016,,
-2,14579.441,33.87596356,4.542870026,49.854,918.852,1.427560632,0.167485187,153.8940994,43.51236018,5.048982795,,
-2,12617.34,34.56725654,3.852866749,45.361,780.502,1.71467688,0.170637658,133.1830333,43.71574274,5.223881691,,
-2,9260.932,34.9135954,2.799891592,43.11,577.091,2.318661263,0.169391452,97.75428222,44.22152315,5.125537326,,
-2,5036.157,35.82152326,1.484008221,37.209,326.027,4.321013466,0.163052247,53.159435,44.4026306,5.17317626,,
-2,1025.346,37.55398686,0.288201003,24.051,73.658,19.99748927,0.146937151,10.82309667,43.957849,4.923688587,,
-2,3497.564,36.10247162,1.022609518,14.617,220.057,6.27200612,0.167768947,36.91873111,43.53907343,5.318315004,,
-2,8331.703,37.607684,2.338504915,25.6,486.548,2.458896604,0.180754528,87.94575389,45.04827062,4.8003955,,
-2,11862.432,35.61565858,3.515716541,38.547,712.939,1.941707636,0.17563152,125.21456,45.23762142,5.374510411,,
-2,14050.372,33.92673736,4.371463152,49.524,885.311,1.519991088,0.167522466,148.3094822,43.82160942,5.144244912,,
-2,14680.711,32.17550284,4.81618147,60.906,982.259,1.527237702,0.157761915,154.9630606,44.21850041,5.352181243,,
-2,14792.419,31.88916938,4.896402245,62.767,1000.005,1.529920809,0.15614142,156.1422006,45.6385792,5.234282178,,
-2,13889.943,32.01318054,4.579865622,61.961,935.796,1.536193302,0.156675242,146.616065,43.80280875,5.141921795,,
-2,11966.562,32.69739596,3.863112223,57.514,790.487,1.726826114,0.159792267,126.31371,41.56750326,5.247411943,,
-2,9324.187,34.72250128,2.834530067,44.352,585.453,2.211363349,0.168112511,98.42197389,45.11837073,4.823905257,,
-2,5033.797,35.64704602,1.490572988,38.343,329.254,4.319373578,0.161378522,53.13452389,44.03436628,5.21201684,,
-2,1033.373,37.57352708,0.290306153,24.178,75.85,20.19328227,0.143807859,10.90782611,43.98388921,5.007852092,,
-2,3357.762,36.54466526,0.969855465,17.491,213.921,6.436594163,0.165682861,35.44304333,43.5209775,5.241897102,,
-2,8008.508,36.98024292,2.285930119,29.678,476.966,2.655372462,0.177233285,84.53425111,43.01153103,5.218831255,,
-2,11365.3,34.86112914,3.441284276,43.451,700.41,1.968026821,0.171281186,119.9670556,45.36156986,5.204810673,,
-2,13208.869,32.66693168,4.26813733,57.712,870.208,1.705598566,0.160222557,139.4269506,46.77315351,5.084250027,,
-2,14241.574,31.84239594,4.720992913,63.071,964.732,1.480385031,0.155823302,150.3277256,44.48099429,5.003101172,,
-2,14859.724,32.52691908,4.822240983,58.622,981.356,1.532966726,0.15983256,156.8526422,44.21071989,5.438723504,,
-2,14253.231,33.29452662,4.518783925,53.633,916.908,1.528884851,0.164084915,150.4507717,44.26398808,5.196592434,,
-2,12132.659,33.86919372,3.781222463,49.898,769.044,1.857898216,0.166527476,128.0669561,44.14859104,5.389421579,,
-2,9065.602,34.84851262,2.745955519,43.533,566.866,2.445016516,0.168809676,95.69246556,43.2750111,5.406576516,,
-2,4855.443,35.92876368,1.426486555,36.512,314.373,4.969348552,0.163028944,51.25189833,45.49881199,5.597696635,,
-2,914.487,37.4784416,0.257559224,23.56,65.126,23.74117694,0.148219119,9.652918333,44.02363123,5.205650595,,
-2,3200.797,36.7206811,0.920086162,18.635,203.297,6.628088405,0.166191289,33.78619056,43.70690907,5.12362605,,
-2,7865.347,37.07425138,2.239373801,29.067,466.738,2.432757203,0.177879468,83.02310722,44.7904476,4.509333416,,
-2,11398.82,35.2513181,3.413230604,40.915,693.396,2.028468292,0.173524044,120.3208778,44.83863615,5.443231696,,
-2,13503.725,33.44253994,4.26221572,52.671,865.438,1.596236901,0.164701942,142.5393194,43.61313541,5.216926492,,
-2,14148.519,31.71346126,4.709214081,63.909,963.089,1.535781853,0.155069239,149.3454783,42.97047194,5.337667127,,
